LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
M030,DOE,M,P.S. 030 Hernandez / Hughes,,212-876-1825,144 - 176 East 128 St,10035,1,28,1002179,232850,tstinso@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m030,3,3,3,05M030,40.805953,-73.935179,11,9,242,1054502,1017760020,East Harlem North                                                          
M033,DOE,M,P.S. 033 Chelsea Prep,,212-244-6426,281 9 Ave,10001,1,36,984209,212170,llindy@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m033,2,3,3,02M033,40.748818,-73.999646,4,3,97,1012829,1007240023,Hudson Yards-Chelsea-Flat Iron-Union Square
M034,DOE,M,P.S. 034 Franklin D Roosevelt,,212-228-4433,730 East 12 St,10009,1,18,991118,203875,rgonzal52@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m034,3,3,3,01M034,40.726473,-73.975181,3,2,28,1004564,1003810038,Lower East Side                                                            
M036,DOE,M,P.S. 036 Margaret Douglas,,212-690-5807,123 Morningside Dr,10027,1,90,996044,234601,hjnbapt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m036,3,3,3,05M036,40.81027,-73.957482,9,7,19701,1055890,1018500002,Morningside Heights                                                        
M037,DOE,M,River East Elementary,,212-348-2208,508 East 120 St,10035,1,18,1003514,229670,dcatlin@schools.nyc.gov,http://rivereastelementary.org,3,7,3,04M037,40.797467,-73.930868,11,8,192,1084005,1018160001,East Harlem North                                                          
M038,DOE,M,P.S. 38 Roberto Clemente,,212-860-5882,232 East 103 St,10029,1,36,999494,226582,csantos@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m038,2,2,3,04M038,40.788952,-73.944538,11,8,164,1052384,1016520016,East Harlem South                                                          
M040,DOE,M,P.S. 040 Augustus St. - Gaudens,,212-475-5500,319 East 19 St,10003,1,36,989288,207141,02m040@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m040,2,3,3,02M040,40.735161,-73.982027,6,2,64,1020513,1009250012,Gramercy                                                                   
MBKR,NYCEEC,M,Play Together NYC Preschool,,917-842-2779,270 West 84th St Basement,10024,1,12,990236,226090,nylakam@gmail.com,,5,9,3,03MBKR,40.787335,-73.978286,7,6,171,1032793,1012310060,Upper West Side                                                            
M041,DOE,M,P.S. 041 Greenwich Village,,212-675-2756,116 West 11 St,10011,1,36,984442,207285,mfarinet@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m041,5,9,3,02M041,40.735692,-73.999026,2,3,71,1010543,1006060049,West Village                                                               
M042,DOE,M,P.S. 042 Benjamin Altman,,212-226-8410,71 Hester St,10002,1,54,986781,200151,MLee4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m042,3,3,3,02M042,40.715905,-73.990895,3,1,16,1003998,1003090001,Chinatown                                                                  
M046,DOE,M,P.S. 046 Arthur Tappan,,212-360-1519,2987 Frederick Dgls Blvd,10039,1,54,1001975,242268,gyoung@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m046,2,3,3,05M046,40.83073,-73.936134,10,9,24302,1082090,1021060050,Central Harlem North-Polo Grounds                                          
M048,DOE,M,P.S. 048 P.O. Michael J Buczek,,917-521-3800,4360 - 78 Broadway,10033,1,36,1002580,250136,twalsh@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m048,2,3,3,06M048,40.853466,-73.934048,12,10,271,1076752,1021670029,Washington Heights North                                                   
M051,DOE,M,P.S. 051 Elias Howe,,212-315-7160,525 West 44th St,10036,1,54,985591,216656,nbock@schools.nyc.gov,http://ps51manhattan.com,3,3,3,02M051,40.761479,-73.995823,4,3,129,1089418,1010730014,Clinton                                                                    
M057,DOE,M,James Weldon Johnson,,212-860-5812,176 East 115 St,10029,1,36,1000443,229798,lhasty@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m057,2,3,3,04M057,40.797577,-73.94128,11,8,182,1083184,1016400139,East Harlem North                                                          
M063,DOE,M,The Star Academy - Ps63,,212-674-3180,121 East 3 St,10009,1,36,988036,203208,dcameron2@schools.nyc.gov,http://staracademyps63.com/,3,3,1,01M063,40.724117,-73.986381,3,2,32,1005760,1004310014,East Village                                                               
M064,DOE,M,P.S. 064 Robert Simon,,212-673-6510,600 East 6 St,10009,1,36,989364,203121,mhosang@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m064,2,3,3,01M064,40.72438,-73.98138,3,2,2601,1004627,1003870001,Lower East Side                                                            
M072,DOE,M,The Lexington Academy,,212-860-5831,131 East 104 St,10029,1,54,998767,227582,ahernan7@schools.nyc.gov,http://lexingtonacademy.info,3,1,3,04M072,40.791179,-73.947776,11,8,166,1081340,1016320011,East Harlem South                                                          
M076,DOE,M,P.S. 076 A Philip Randolph,,212-678-2865,220 West 121 St,10027,1,54,997726,233142,cdeberr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m076,3,3,1,03M076,40.806768,-73.951061,10,9,220,1058470,1019260017,Central Harlem South                                                       
M083,DOE,M,P.S. 083 Luis Munoz Rivera,,212-860-5847,219 East 109 St,10029,1,18,1000188,228334,fcastil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m083,3,3,3,04M083,40.793194,-73.942548,11,8,180,1052436,1016590012,East Harlem North                                                          
M084,DOE,M,P.S. 084 Lillian Weber,,212-799-2534,32 West 92 St,10025,1,36,993059,226926,rsundic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m084,2,3,3,03M084,40.789526,-73.967574,7,6,177,1081042,1012050006,Upper West Side                                                            
M087,DOE,M,P.S. 087 William Sherman,,212-678-2826,160 West 78 St,10024,1,18,990406,224094,mlerner@ps87.info,http://ps87.info,2,7,3,03M087,40.781958,-73.977638,7,6,161,1030196,1011490007,Upper West Side                                                            
M089,DOE,M,P.S. 89,,212-571-5659,201 Warren St,10282,1,16,980448,200482,vnajjar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m089,5,9,3,02M089,40.716668,-74.013542,1,1,31703,1085568,1000160220,Battery Park City-Lower Manhattan                                          
M092,DOE,M,P.S. 092 Mary McLeod Bethune,,212-690-5915,222 West 134 St,10030,1,54,999200,236265,rdavila@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m092,3,3,3,05M092,40.815016,-73.945123,10,9,226,1058808,1019390011,Central Harlem North-Polo Grounds                                          
M096,DOE,M,P.S. 096 Joseph Lanzetta,,212-860-5851,216 East 120 St,10035,1,36,1001519,230774,skemp22@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m096,2,3,3,04M096,40.800256,-73.937558,11,8,194,1074333,1017840012,East Harlem North                                                          
M098,DOE,M,P.S. 098 Shorac Kappock,,212-927-7870,512 West 212 St,10034,1,126,1007005,255485,mrodriguez23@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m098,2,7,3,06M098,40.867826,-73.917059,12,10,303,1064871,1022290012,Marble Hill-Inwood                                                         
M102,DOE,M,P.S. 102 Jacques Cartier,,212-860-5834,315 East 113 St,10029,1,28,1001261,228920,cpinckn2@schools.nyc.gov,http://ps102m.org,2,3,3,04M102,40.794872,-73.938719,11,8,180,1081366,1016840101,East Harlem North                                                          
M108,DOE,M,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,,212-860-5803,1615 Madison Ave,10029,1,18,998589,228939,gmachic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m108,3,3,3,04M108,40.795146,-73.948368,11,8,17401,1051584,1016140021,East Harlem South                                                          
M110,DOE,M,P.S. 110 Florence Nightingale,,212-674-2690,285 Delancy St,10002,1,36,989803,199925,parentcoordinator110@yahoo.com,http://schools.nyc.gov/schoolportals/01/m110,2,3,3,01M110,40.715915,-73.979893,3,1,12,1004066,1003310140,Lower East Side                                                            
M111,DOE,M,P.S. 111 Adolph S Ochs,,212-582-7420,440 West 53 St,10019,1,54,987176,218312,zcosme@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m111,2,3,3,02M111,40.765878,-73.988823,4,3,133,1026740,1010620003,Clinton                                                                    
M382,CHARTER,M,Dream Charter School,,212-722-0232,433 East 100 St,10029,1,36,1000576,225463,info@dreamschoolnyc.org,http://dreamschoolnyc.org/,5,9,3,04M382,40.785258,-73.941526,11,8,162,1083933,1016940001,East Harlem South                                                          
M112,DOE,M,P.S. 112 Jose Celso Barbosa,,212-860-5868,535 East 119 St,10035,1,36,1003557,229497,ereiter@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m112,2,7,3,04M112,40.796668,-73.930966,11,8,192,1084005,1018160001,East Harlem North                                                          
M115,DOE,M,P.S. 115 Alexander Humboldt,,212-927-9233,586 West 177 St,10033,1,36,1002225,247606,bconsue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m115,3,3,3,06M115,40.846542,-73.935205,12,10,261,1063228,1021330040,Washington Heights South                                                   
M116,DOE,M,P.S. 116 Mary Lindley Murray,,212-685-4366,210 East 33 St,10016,1,54,990449,210502,vritter@ps116.org,http://ps116.org,2,7,3,02M116,40.744838,-73.978116,6,2,70,1020080,1009130007,Murray Hill-Kips Bay                                                       
M123,DOE,M,P.S. 123 Mahalia Jackson,,212-342-6200,301 West 140 St,10030,1,54,999649,238086,mhernan5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m123,3,3,3,05M123,40.819767,-73.944433,10,9,22102,1060726,1020420035,Central Harlem North-Polo Grounds                                          
M124,DOE,M,P.S. 124 Yung Wing,,212-966-7237,40 Division St,10002,1,90,985508,199564,ahom2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m124,2,3,3,02M124,40.714201,-73.995087,3,1,16,1075787,1002890001,Chinatown                                                                  
M125,DOE,M,P.S. 125 Ralph Bunche,,212-666-6400,425 West 123 St,10027,1,54,996483,234615,rhiggins@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m125,3,3,3,05M125,40.810431,-73.955809,9,7,20901,1059526,1019640012,Morningside Heights                                                        
MANG,NYCEEC,M,Imagine ELC At Vets Kids,,212-951-3435,423 East 23 St,10010,1,15,990780,207539,lauren@imagineelc.com,http://imagineelc.com,5,4,1,02MANG,40.73647,-73.977732,6,4,62,1081691,1009550005,Murray Hill-Kips Bay                                                       
M126,DOE,M,P.S. 126 Jacob August Riis,,212-962-2188,80 Catherine St,10038,1,46,985099,198162,jgetz@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m126,2,2,3,02M126,40.710729,-73.996631,3,1,25,1083357,1001110160,Chinatown                                                                  
M128,DOE,M,P.S. 128 Audubon,,212-927-0607,560 West 169 St,10032,1,108,1001154,245745,rarredo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m128,2,3,3,06M128,40.841321,-73.938506,12,10,251,1062994,1021250001,Washington Heights South                                                   
M129,DOE,M,P.S. 129 John H Finley,,212-690-5932,425 West 130 St,10027,1,72,997573,236146,opierre@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m129,2,3,3,05M129,40.814637,-73.951912,9,9,21703,1059407,1019570010,Manhattanville                                                             
M130,DOE,M,P.S. 130 Hernando De Soto,,212-226-8072,143 Baxter St,10013,1,18,984696,201108,dchong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m130,2,3,3,02M130,40.718903,-73.998438,2,1,41,1003086,1002360038,SoHo-TriBeCa-Civic Center-Little Italy                                     
M133,DOE,M,P.S. 133 Fred R Moore,,212-690-5936,2121 5 Ave,10037,1,18,1000983,234251,pbalbue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m133,2,3,3,05M133,40.809672,-73.939872,11,9,206,1054276,1017550001,Central Harlem North-Polo Grounds                                          
M134,DOE,M,P.S. 134 Henrietta Szold,,212-673-4470,293 East Broadway,10002,1,36,988696,199514,dkim@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m134,2,3,3,01M134,40.71457,-73.983724,3,1,202,1003736,1002880015,Lower East Side                                                            
M137,DOE,M,P.S. 137 John L Bernstein,,646-602-2140,293 East Broadway,10002,1,18,988761,199522,mrodrig19@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m137,2,2,3,01M137,40.71457,-73.983724,3,1,202,1003736,1002880015,Lower East Side                                                            
M140,DOE,M,P.S. 140 Nathan Straus,,212-677-4680,123 Rdg St,10002,1,18,988831,201263,ebarrie@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m140,3,7,1,01M140,40.71925,-73.983056,3,1,2201,1004091,1003440001,Lower East Side                                                            
M142,DOE,M,P.S. 142 Amalia Castro,,212-598-3800,100 Attorney St,10002,1,30,988655,200914,rlevy4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m142,3,3,1,01M142,40.718383,-73.984452,3,1,1402,1004080,1003430001,Lower East Side                                                            
M145,DOE,M,The Bloomingdale Magnet School For Multimedia Communication,,212-678-2857,150 West 105 St,10025,1,54,993925,230396,ngarcia52@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m145,2,3,3,03M145,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side                                                            
M146,DOE,M,P.S. 146 Ann M Short,,212-860-5877,421 East 106 St,10029,1,28,1001170,226970,msilfen@ps146.org,http://schools.nyc.gov/schoolportals/04/m146,3,3,3,04M146,40.789295,-73.939262,11,8,162,1052999,1017000001,East Harlem South                                                          
M149,DOE,M,P.S. 149 Sojourner Truth,,646-672-9020,41 West 117 St,10026,1,36,998595,231664,ibooker2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m149,2,3,3,03M149,40.802136,-73.947828,10,9,190,1051434,1016010001,Central Harlem South                                                       
M150,DOE,M,P.S. 150,,212-732-4392,334 Greenwich St,10013,1,18,981231,200964,lcohen25@schools.nyc.gov,http://ps150.net,2,7,3,02M150,40.718219,-74.010519,1,1,39,1083240,1001420025,SoHo-TriBeCa-Civic Center-Little Italy                                     
M152,DOE,M,P.S. 152 Dyckman Valley,,212-567-5456,93 Nagle Ave,10040,1,72,1004217,252658,jpietri2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m152,2,3,3,06M152,40.860412,-73.927936,12,10,283,1064149,1021730001,Washington Heights North                                                   
Q020,DOE,Q,P.S. 020 John Bowne,,718-359-0321,142 - 30 Barclay Ave,11355,1,108,1032964,215709,vhart@schools.nyc.gov,http://ps20q.org,2,2,3,25Q020,40.758596,-73.82524,7,20,855,4312193,4050460049,Flushing                                                                   
M153,DOE,M,P.S. 153 Adam Clayton Powell,,212-927-8611,1750 Amsterdam Ave,10031,1,54,998861,240339,kbailey2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m153,2,3,3,06M153,40.826295,-73.946845,9,7,233,1081834,1020780019,Hamilton Heights                                                           
M154,DOE,M,P.S. 154 Harriet Tubman,,212-864-2400,250 West 127 St,10027,1,36,998368,234654,ejarret@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m154,3,3,3,05M154,40.810928,-73.948938,10,9,224,1058671,1019320010,Central Harlem North-Polo Grounds                                          
M155,DOE,M,P.S. 155 William Paca,,212-860-5885,319 East 117 St,10035,1,36,1001872,229830,lortiz4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m155,3,3,3,04M155,40.797302,-73.936365,11,8,188,1052986,1016890005,East Harlem North                                                          
M158,DOE,M,P.S. 158 Bayard Taylor,,212-744-6562,1458 York Ave,10075,1,72,997867,219948,DErcola@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m158,2,3,1,02M158,40.770419,-73.951135,8,5,132,1046411,1014890001,Lenox Hill-Roosevelt Island                                                
